id,temperature,pressure,humidity,wind_speed,wind_direction,precipitation,snowing,cloudiness,target
TRAIN_04505,19.724000000000046,1017.4,60.0,1.6,50.0,0.0,False,38.0,3.299
TRAIN_04506,27.996000000000038,1017.2,58.4,1.6,168.0,0.0,False,34.0,7.996
TRAIN_04507,16.698068750000004,1004.0,78.6,1.4,230.0,0.06,False,17.6,5.702
TRAIN_04508,12.10965625,1023.2,75.2,2.4,210.4,0.24,False,47.8,7.447
TRAIN_04509,23.602000000000032,1021.6,55.6,2.8,126.0,0.0,False,12.0,3.576
TRAIN_04510,22.09200000000004,1018.2,56.2,3.4,162.0,0.06,False,19.0,4.036
TRAIN_04511,16.02000000000004,1013.8,77.0,3.6,204.0,0.0,False,33.0,10.016
TRAIN_04512,3.4540000000000077,1010.4,85.4,1.2,199.4,0.0,False,15.2,1.686
TRAIN_04513,17.498199999999997,1005.0,68.2,1.2,202.4,0.06,False,22.8,3.319
TRAIN_04514,16.99000000000001,1020.8,87.2,1.2,130.0,0.0,False,8.0,1.798
TRAIN_04515,25.190000000000055,1014.6,50.0,4.4,218.0,0.0,False,20.0,4.492
TRAIN_04516,26.550200000000018,1023.6,59.4,0.6,231.4,0.06,False,17.6,1.499
TRAIN_04517,16.105999999999995,1023.8,60.8,2.0,50.0,0.0,False,0.0,3.527
TRAIN_04518,16.43380000000002,1019.8,81.2,1.0,157.2,0.06,False,44.8,1.365
TRAIN_04519,30.708000000000027,1010.6,41.8,4.4,212.0,0.0,False,23.0,3.525
TRAIN_04520,14.224000000000046,1021.0,64.2,4.2,216.0,0.06,False,35.0,1.453
TRAIN_04521,11.607200000000034,996.6,81.2,5.6,258.2,0.18,False,70.4,12.369
TRAIN_04522,18.948000000000036,1023.8,52.8,1.2,40.0,0.0,False,0.0,7.014
TRAIN_04523,21.040800000000047,1017.2,68.8,2.2,239.0,0.6,False,0.0,3.858
TRAIN_04524,18.924000000000035,1012.0,41.8,3.2,128.0,0.0,False,0.0,12.946
TRAIN_04525,20.412000000000035,1017.8,63.8,1.4,144.6,0.0,False,8.0,3.529
TRAIN_04526,10.517000000000053,1020.8,84.6,4.0,197.0,0.0,False,28.8,2.905
TRAIN_04527,15.466000000000008,1025.8,75.2,1.0,140.4,0.0,False,16.0,3.313
TRAIN_04528,28.232000000000085,1020.0,50.6,1.6,40.0,0.0,False,27.0,8.318
TRAIN_04529,16.962400000000002,1005.8,68.6,3.4,276.0,0.18,False,54.6,11.084
TRAIN_04530,20.526000000000067,1022.4,55.0,2.8,182.0,0.0,False,27.0,1.956
TRAIN_04531,12.625999999999976,1014.2,72.8,2.8,246.0,0.0,False,30.0,11.029
TRAIN_04532,6.854000000000042,1030.0,85.6,1.8,227.2,0.0,False,15.0,1.56
TRAIN_04533,11.827999999999975,1021.6,81.8,1.6,158.0,0.0,False,34.0,6.164
TRAIN_04534,6.36340000000007,1012.8,78.8,1.2,190.4,0.0,False,21.2,8.439
TRAIN_04535,19.855800000000045,1020.0,79.8,2.0,190.0,0.12,False,18.4,6.747
TRAIN_04536,21.652000000000044,1013.6,53.8,4.2,252.0,0.24,False,57.0,4.09
TRAIN_04537,23.73199999999997,1022.6,26.2,3.6,114.0,0.0,False,12.0,9.381
TRAIN_04538,15.024000000000058,1019.2,71.8,3.6,178.0,0.0,False,15.0,13.175
TRAIN_04539,23.632000000000005,1014.8,58.0,2.8,234.0,0.0,False,12.0,2.073
TRAIN_04540,7.4500000000000455,1030.2,83.8,2.8,208.0,0.0,False,8.0,7.411
TRAIN_04541,8.604000000000042,1023.4,85.4,1.4,131.4,0.12,False,35.6,6.109
TRAIN_04542,21.85200000000009,1018.8,57.0,2.4,176.6,0.0,False,8.0,4.393
TRAIN_04543,15.476000000000056,1021.4,63.6,0.8,48.0,0.0,False,0.0,4.868
TRAIN_04544,11.26400000000001,1014.8,71.8,3.8,222.0,0.0,False,41.0,10.876
TRAIN_04545,14.087999999999965,1013.4,83.6,2.4,176.0,0.06,False,39.0,2.078
TRAIN_04546,21.208000000000027,1025.2,56.4,1.6,70.8,0.0,False,0.0,1.955
TRAIN_04547,19.212000000000046,1002.8,55.2,3.6,221.2,0.18,False,18.4,8.16
TRAIN_04548,8.646000000000015,1007.2,75.4,1.4,132.6,0.12,False,63.0,7.248
TRAIN_04549,4.2680687500000545,1010.0,70.8,1.6,104.4,0.0,True,40.8,5.154
TRAIN_04550,28.14259999999996,1026.2,50.6,2.4,190.6,0.18,False,35.2,5.508
TRAIN_04551,14.153300000000058,1031.2,62.4,1.6,120.8,0.0,False,0.0,3.83
TRAIN_04552,14.597999999999956,1017.4,70.6,4.2,196.0,0.0,False,56.0,2.695
TRAIN_04553,8.57000000000005,1026.0,74.4,2.6,137.2,0.0,False,19.0,9.973
TRAIN_04554,22.912000000000035,1015.2,73.6,1.8,189.0,0.0,False,21.6,2.306
TRAIN_04555,26.031800000000032,1013.0,57.8,2.4,161.2,0.6,False,7.2,14.104
TRAIN_04556,33.408000000000015,1016.0,40.8,6.0,220.0,0.0,False,0.0,2.363
TRAIN_04557,8.55540000000002,1020.4,85.6,1.6,222.2,0.0,False,17.2,6.683
TRAIN_04558,8.562000000000012,1019.2,84.2,2.0,130.0,0.0,False,16.0,3.288
TRAIN_04559,22.47800000000001,1015.0,71.0,1.2,223.0,0.0,False,31.8,4.103
TRAIN_04560,11.31800000000004,1028.2,80.8,1.0,130.0,0.0,False,12.0,2.319
TRAIN_04561,9.446000000000026,1016.0,82.2,2.8,202.0,0.3,False,58.0,4.098
TRAIN_04562,11.43500000000006,998.4,75.8,2.8,195.2,0.0,False,4.0,3.735
TRAIN_04563,33.51400000000007,1018.6,42.4,3.6,174.0,0.0,False,19.0,4.537
TRAIN_04564,24.03000000000003,1018.6,61.8,2.2,180.0,0.06,False,27.0,4.071
TRAIN_04565,12.734000000000037,1036.2,80.4,2.6,178.8,0.0,False,27.0,2.118
TRAIN_04566,14.847331250000025,1008.4,69.2,1.8,254.8,0.06,False,16.0,7.901
TRAIN_04567,25.52000000000004,1014.6,64.0,1.0,58.0,0.0,False,45.0,3.429
TRAIN_04568,11.550000000000011,1031.4,81.0,4.0,86.0,0.0,False,29.4,8.622
TRAIN_04569,23.914000000000044,1016.0,56.0,1.4,34.0,0.0,False,19.0,3.581
TRAIN_04570,21.095668750000016,1024.8,44.2,3.4,118.0,0.06,False,21.0,10.003
TRAIN_04571,29.216000000000008,1009.2,52.2,4.4,246.0,0.18,False,31.0,8.206
TRAIN_04572,11.004674999999963,1017.4,86.4,4.0,78.0,0.42,False,78.4,7.446
TRAIN_04573,26.774,1005.6,66.0,1.8,180.0,0.0,False,18.4,1.296
TRAIN_04574,20.006000000000085,1015.8,67.6,2.8,214.0,0.06,False,20.0,4.166
TRAIN_04575,9.327999999999975,1012.2,76.4,3.6,218.0,0.18,False,22.4,11.102
TRAIN_04576,23.148000000000025,1013.2,42.8,2.6,98.0,0.0,False,8.0,3.24
TRAIN_04577,16.077999999999975,1019.2,72.2,1.6,146.0,0.0,False,39.0,8.165
TRAIN_04578,14.722000000000037,1020.6,73.6,0.6,84.0,0.0,False,22.2,12.409
TRAIN_04579,33.99000000000001,1018.0,38.0,2.6,108.0,0.0,False,12.0,2.695
TRAIN_04580,15.662000000000035,1015.6,71.4,5.4,204.0,0.0,False,57.0,6.721
TRAIN_04581,22.405200000000036,1006.0,49.8,1.8,163.2,0.0,False,8.0,2.607
TRAIN_04582,5.243999999999971,1022.2,90.8,1.2,125.6,0.06,False,26.4,3.152
TRAIN_04583,16.01800000000003,1022.0,61.0,2.8,142.0,0.06,False,31.0,3.492
TRAIN_04584,11.814000000000078,1023.2,73.0,1.0,162.6,0.0,False,23.0,7.241
TRAIN_04585,18.384000000000015,1016.2,61.4,2.6,230.0,0.0,False,31.0,4.318
TRAIN_04586,9.238000000000056,1002.6,79.6,2.6,184.2,0.06,False,60.0,4.979
TRAIN_04587,18.77800000000002,1020.8,81.0,1.6,172.4,0.0,False,30.0,6.073
TRAIN_04588,18.24000000000001,1012.8,67.4,2.2,166.0,0.0,False,35.0,3.869
TRAIN_04589,12.529999999999973,1015.2,80.4,2.2,119.0,0.06,False,43.6,9.81
TRAIN_04590,27.198000000000093,1012.2,62.0,2.6,126.0,0.0,False,27.0,12.782
TRAIN_04591,13.708000000000027,1013.6,83.4,2.4,106.4,0.06,False,55.6,2.496
TRAIN_04592,20.612000000000023,1015.8,52.6,2.6,194.0,0.0,False,12.0,8.223
TRAIN_04593,2.018000000000029,1020.4,82.2,1.6,132.6,0.0,False,13.6,7.297
TRAIN_04594,14.03000000000003,1023.8,67.0,1.4,132.0,0.0,False,27.0,6.381
TRAIN_04595,6.279999999999973,1018.8,78.2,3.8,86.0,0.18,False,30.0,6.555
TRAIN_04596,21.758000000000038,1018.0,74.2,2.0,154.0,0.6,False,18.0,7.743
TRAIN_04597,22.0,1013.0,60.2,4.4,162.0,0.0,False,42.0,3.952
TRAIN_04598,15.922000000000025,1006.6,84.0,5.0,188.0,0.0,False,60.0,13.579
TRAIN_04599,12.659999999999968,1007.6,89.8,1.8,94.0,0.06,False,50.8,5.155
TRAIN_04600,21.27600000000001,1021.4,67.6,1.0,170.0,0.0,False,4.0,7.69
TRAIN_04601,14.716000000000008,1016.8,81.2,1.6,245.2,0.0,False,22.0,2.302
TRAIN_04602,19.310000000000002,1016.6,73.4,1.6,190.0,0.0,False,37.4,3.076
TRAIN_04603,27.432000000000073,1019.2,62.2,2.8,148.0,0.0,False,8.0,3.745
TRAIN_04604,14.859868750000032,1012.8,66.0,3.2,206.0,0.06,False,16.2,7.967
TRAIN_04605,12.55800000000005,1009.6,79.2,1.8,76.0,0.0,False,15.0,3.742
TRAIN_04606,15.836000000000013,1020.8,89.4,1.0,103.4,0.06,False,44.8,3.897
TRAIN_04607,22.628000000000043,1020.0,75.8,0.8,126.0,0.0,False,4.0,4.477
TRAIN_04608,19.214,1018.0,75.2,2.2,190.0,0.0,False,19.0,1.79
TRAIN_04609,23.670000000000016,1018.4,69.0,1.6,214.2,0.06,False,22.4,4.272
TRAIN_04610,5.038000000000011,1025.4,87.6,1.2,186.8,0.0,False,25.2,10.493
TRAIN_04611,21.09200000000004,1014.4,78.4,1.4,218.0,0.0,False,23.0,4.52
TRAIN_04612,35.563999999999965,1015.4,38.2,6.0,216.0,0.0,False,8.0,4.606
TRAIN_04613,23.954000000000008,1019.8,61.8,0.8,121.0,0.0,False,4.0,5.829
TRAIN_04614,10.333999999999946,1029.2,58.6,1.2,59.4,0.0,False,8.0,1.732
TRAIN_04615,13.206000000000074,1003.0,65.6,4.6,244.0,0.18,False,27.0,9.28
TRAIN_04616,21.319999999999936,1020.4,54.2,2.6,142.0,0.0,False,15.0,4.015
TRAIN_04617,26.188000000000045,1014.2,52.0,3.8,140.0,0.0,False,39.0,7.01
TRAIN_04618,20.18580000000003,1022.0,66.8,2.2,196.0,0.0,False,8.8,3.167
TRAIN_04619,26.432000000000016,1019.4,67.0,1.4,228.0,0.0,False,19.0,1.268
TRAIN_04620,11.298000000000002,1025.8,85.6,1.2,242.8,0.06,False,18.4,7.326
TRAIN_04621,14.366600000000062,1000.8,90.4,1.0,137.2,0.0,False,2.4,2.644
TRAIN_04622,12.410000000000025,1009.2,82.8,2.6,98.8,0.18,False,56.0,6.849
TRAIN_04623,8.5,1036.2,97.2,0.6,122.0,0.0,False,11.2,2.255
TRAIN_04624,12.709168750000003,1010.0,64.2,2.8,232.8,0.6,False,57.6,6.219
TRAIN_04625,23.07000000000005,1018.2,77.4,1.4,213.0,0.0,False,16.8,6.582
TRAIN_04626,27.59400000000005,1015.4,45.2,4.2,160.0,0.0,False,15.0,4.568
TRAIN_04627,8.432000000000073,1007.2,77.0,2.8,182.6,0.12,False,63.0,7.018
TRAIN_04628,15.545200000000023,1017.8,81.8,0.6,139.2,0.0,False,0.0,7.996
TRAIN_04629,10.394000000000005,1013.6,91.8,0.6,114.0,0.24,False,37.0,4.72
TRAIN_04630,18.12220000000002,1014.2,77.6,1.8,191.2,0.0,False,57.6,5.074
TRAIN_04631,9.960000000000036,1017.6,73.6,1.8,132.0,0.42,False,49.0,5.375
TRAIN_04632,18.660000000000025,1013.2,65.4,1.0,162.0,0.0,False,23.2,7.389
TRAIN_04633,10.048000000000002,1024.6,87.0,1.8,224.8,0.0,False,32.4,7.88
TRAIN_04634,23.25973750000003,1007.6,54.0,2.8,206.0,0.06,False,1.6,8.204
TRAIN_04635,20.838000000000022,1022.6,42.2,2.6,130.6,0.0,False,8.0,12.79
TRAIN_04636,22.785000000000025,1008.0,74.0,1.4,109.4,0.06,False,18.4,2.208
TRAIN_04637,17.76400000000001,1019.0,59.8,3.8,150.0,0.0,False,47.0,6.327
TRAIN_04638,21.664000000000044,1017.4,43.4,2.4,254.0,0.0,False,27.0,3.817
TRAIN_04639,26.748000000000047,1017.0,59.2,3.2,206.0,0.6,False,23.0,13.837
TRAIN_04640,4.80800000000005,1021.4,79.0,1.8,137.0,0.0,False,0.0,2.422
TRAIN_04641,25.160000000000025,1015.6,63.4,1.4,125.2,0.06,False,15.0,2.206
TRAIN_04642,21.274,1010.8,47.6,5.6,162.0,0.18,False,38.0,9.104
TRAIN_04643,8.104000000000042,1023.8,89.4,1.2,167.4,0.12,False,35.6,6.286
TRAIN_04644,20.348000000000013,1019.4,39.8,0.6,93.0,0.0,False,0.0,1.82
TRAIN_04645,15.600000000000023,1013.2,83.0,1.2,176.0,0.0,False,23.0,0.989
TRAIN_04646,8.140000000000043,1007.4,79.4,2.6,202.0,0.12,False,56.0,7.648
TRAIN_04647,17.048000000000002,1029.6,63.4,1.0,170.0,0.0,False,19.0,2.262
TRAIN_04648,15.01400000000001,1019.8,32.0,2.6,32.6,0.0,False,8.0,6.76
TRAIN_04649,29.510000000000048,1021.8,34.0,3.2,112.0,0.0,False,8.0,9.879
TRAIN_04650,23.614000000000033,1025.0,62.8,0.8,131.8,0.0,False,8.0,4.381
TRAIN_04651,24.03093750000005,994.8,61.0,4.0,188.8,0.06,False,34.4,2.815
TRAIN_04652,34.50400000000002,1021.2,39.0,2.0,102.0,0.0,False,8.0,6.895
TRAIN_04653,4.0955000000000155,1017.4,89.6,1.4,211.6,0.0,False,7.6,4.477
TRAIN_04654,24.906000000000063,1021.4,66.8,1.0,200.6,0.0,False,15.0,1.018
TRAIN_04655,15.802000000000078,1029.8,76.6,4.4,192.0,0.0,False,49.0,12.629
TRAIN_04656,24.47800000000001,1017.2,44.8,3.4,164.0,0.0,False,12.0,1.93
TRAIN_04657,19.970000000000027,1016.2,70.2,1.2,90.4,0.0,False,8.0,2.296
TRAIN_04658,26.824000000000012,1019.0,43.2,2.4,234.0,0.0,False,8.0,7.539
TRAIN_04659,13.577999999999975,996.6,68.8,6.2,192.0,0.36,False,63.0,10.939
TRAIN_04660,10.640000000000043,1020.4,90.8,0.6,189.6,0.12,False,46.0,1.547
TRAIN_04661,14.396000000000015,1013.2,83.8,2.2,128.0,0.06,False,63.0,5.008
TRAIN_04662,21.714500000000044,1011.2,45.4,3.2,214.8,0.06,False,26.0,3.983
TRAIN_04663,23.390000000000043,1021.0,68.8,1.6,94.0,0.0,False,27.0,0.744
TRAIN_04664,14.346000000000004,1015.8,89.6,1.6,160.0,0.06,False,47.6,4.551
TRAIN_04665,27.012,1011.8,58.4,2.0,190.0,0.06,False,23.0,2.59
TRAIN_04666,12.048000000000002,1013.8,64.2,2.2,144.4,0.0,False,30.0,3.68
TRAIN_04667,8.100000000000023,1034.8,93.4,1.6,124.0,0.0,False,18.0,3.428
TRAIN_04668,13.466000000000008,1022.2,50.0,1.2,196.0,0.0,False,8.0,5.768
TRAIN_04669,17.604000000000042,1015.6,88.0,1.0,68.0,0.0,False,43.0,1.593
TRAIN_04670,19.776000000000067,1018.6,65.6,0.8,236.0,0.0,False,0.0,6.107
TRAIN_04671,12.756700000000023,1019.6,73.8,3.0,256.0,0.0,False,17.0,11.923
TRAIN_04672,19.850000000000023,1014.0,71.2,2.2,176.0,0.0,False,24.0,6.466
TRAIN_04673,12.284000000000049,1027.6,88.2,3.0,190.0,0.0,False,35.0,7.948
TRAIN_04674,5.218900000000019,1009.4,80.0,2.4,193.4,0.06,False,44.0,10.547
TRAIN_04675,12.80400000000003,1002.2,82.6,3.6,238.0,0.06,False,64.0,5.765
TRAIN_04676,14.498000000000047,1023.6,70.8,1.0,126.0,0.0,False,0.0,3.765
TRAIN_04677,31.848000000000013,1016.0,46.2,3.2,232.0,0.0,False,12.0,7.624
TRAIN_04678,8.54320000000007,1002.2,56.0,3.6,291.2,0.6,True,43.2,1.813
TRAIN_04679,2.8780000000000427,1021.2,71.0,2.4,84.4,0.0,False,6.4,6.45
TRAIN_04680,10.089999999999975,1029.8,78.6,2.4,157.4,0.0,False,15.0,7.699
TRAIN_04681,18.491000000000042,1001.0,76.4,2.2,147.0,0.06,False,34.4,7.422
TRAIN_04682,14.61799375000004,1024.4,66.2,1.6,276.8,0.06,False,9.0,6.667
TRAIN_04683,14.40673124999995,1030.6,58.8,1.6,160.4,0.0,False,6.0,4.957
TRAIN_04684,29.936000000000035,1017.2,45.2,3.0,204.0,0.0,False,23.0,7.234
TRAIN_04685,9.240000000000009,1027.2,81.8,1.2,140.8,0.0,False,4.0,5.118
TRAIN_04686,13.731999999999971,1012.8,81.6,3.4,206.0,0.12,False,61.0,12.995
TRAIN_04687,13.585100000000011,1019.6,50.2,2.6,138.4,0.18,False,21.8,1.658
TRAIN_04688,8.746000000000038,1002.8,79.4,2.6,186.0,0.18,False,33.0,7.534
TRAIN_04689,20.40599999999995,1015.8,72.4,2.8,112.0,0.18,False,42.8,9.501
TRAIN_04690,16.624000000000024,1007.8,70.2,3.4,106.0,0.24,False,45.0,8.026
TRAIN_04691,27.008000000000038,1013.2,64.8,1.8,92.4,0.06,False,45.0,5.502
TRAIN_04692,13.942000000000007,1027.2,87.4,0.6,201.8,0.0,False,41.0,1.154
TRAIN_04693,14.534000000000049,1004.2,51.0,4.6,272.0,0.0,False,43.0,10.155
TRAIN_04694,22.25,1016.2,43.4,4.0,116.0,0.0,False,20.0,7.804
TRAIN_04695,10.490000000000009,1029.8,80.6,2.8,202.0,0.0,False,19.0,7.565
TRAIN_04696,9.523800000000051,1032.0,53.2,4.0,211.0,0.0,False,17.6,7.237
TRAIN_04697,10.225999999999999,1018.6,86.0,0.8,50.6,0.0,False,4.0,3.476
TRAIN_04698,23.665999999999997,1026.2,58.4,2.0,222.0,0.0,False,4.0,1.9
TRAIN_04699,7.390000000000043,1022.6,97.2,1.0,195.4,0.0,False,26.8,11.597
TRAIN_04700,23.444000000000017,1015.0,53.0,3.8,166.0,0.0,False,16.0,1.07
TRAIN_04701,9.482000000000028,1016.0,81.2,3.4,195.2,0.18,False,15.0,9.683
TRAIN_04702,11.950000000000045,1016.2,88.4,1.6,198.6,0.0,False,31.0,0.904
TRAIN_04703,22.968000000000075,1015.4,67.4,0.8,100.4,0.0,False,12.0,3.316
TRAIN_04704,16.32000000000005,1011.8,52.0,8.6,298.0,0.06,False,35.0,12.836
TRAIN_04705,32.31400000000002,1016.4,40.2,3.2,218.0,0.0,False,27.0,3.839
TRAIN_04706,17.19300000000004,1018.6,82.0,1.8,140.4,0.06,False,26.6,6.55
TRAIN_04707,21.99479999999994,1032.6,77.6,1.2,143.2,0.0,False,1.6,4.237
TRAIN_04708,13.762,1016.0,89.6,1.0,150.0,0.0,False,0.0,3.232
TRAIN_04709,15.842000000000041,1022.0,75.8,1.6,192.4,0.06,False,16.0,5.6
TRAIN_04710,5.905700000000024,1021.8,80.4,1.8,266.2,0.06,False,25.4,2.202
TRAIN_04711,9.415300000000059,1025.8,86.6,1.2,207.8,0.0,False,12.2,5.567
TRAIN_04712,12.856000000000051,1014.8,83.6,2.6,268.0,0.06,False,39.2,7.463
TRAIN_04713,11.625999999999976,1007.0,78.4,3.2,150.0,0.18,False,43.0,3.213
TRAIN_04714,12.184000000000026,1010.6,80.6,2.8,184.0,0.54,False,50.0,8.283
TRAIN_04715,31.476000000000056,1014.2,46.6,3.6,184.0,0.0,False,8.0,7.246
TRAIN_04716,30.298000000000002,1020.6,51.8,2.8,52.0,0.0,False,37.0,2.334
TRAIN_04717,14.548000000000002,1010.8,68.6,3.6,198.0,0.06,False,34.0,1.226
TRAIN_04718,19.036,1015.4,80.8,1.2,140.2,0.06,False,18.4,3.2
TRAIN_04719,7.468000000000018,1021.4,87.8,2.6,136.0,0.0,False,18.0,6.342
TRAIN_04720,13.310000000000002,1003.0,81.2,3.2,156.2,0.24,False,50.0,6.412
TRAIN_04721,11.034000000000049,1019.6,86.0,0.6,136.2,0.0,False,15.0,11.992
TRAIN_04722,11.204400000000021,1023.2,59.4,5.6,290.8,0.3,False,37.4,10.883
TRAIN_04723,19.212500000000034,1016.2,62.4,1.6,178.6,0.18,False,28.0,1.596
TRAIN_04724,4.839731250000057,1008.0,81.6,2.6,121.2,0.12,False,54.4,1.41
TRAIN_04725,32.39879999999994,996.6,48.6,4.8,231.0,0.0,False,32.6,3.639
TRAIN_04726,21.264000000000067,1018.2,79.8,1.2,225.8,0.0,False,41.2,4.583
TRAIN_04727,23.56000000000006,1019.4,56.8,1.4,112.0,0.0,False,19.0,3.62
TRAIN_04728,14.384000000000015,1026.8,79.6,4.0,188.0,0.0,False,24.0,5.836
TRAIN_04729,18.574000000000012,1022.6,70.8,1.6,166.0,0.0,False,11.2,4.697
TRAIN_04730,23.279200000000003,1018.2,58.4,1.8,160.2,0.6599999999999999,False,18.4,7.021
TRAIN_04731,14.617337500000076,1024.0,77.2,2.0,87.2,0.3,False,38.0,5.16
TRAIN_04732,12.956000000000017,1016.4,71.0,3.6,238.6,0.0,False,12.0,10.251
TRAIN_04733,31.29000000000002,1015.2,50.6,2.4,156.0,0.0,False,19.0,4.893
TRAIN_04734,22.152000000000044,1020.4,67.8,1.8,231.4,0.6,False,12.0,7.722
TRAIN_04735,14.282000000000039,1032.8,63.8,1.4,170.0,0.0,False,8.0,1.651
TRAIN_04736,12.444000000000017,1013.2,88.8,2.2,206.0,0.24,False,60.0,2.935
TRAIN_04737,29.58246250000002,1017.8,34.2,2.4,105.6,0.12,False,4.0,2.085
TRAIN_04738,12.414000000000044,1019.8,80.4,1.4,188.6,0.0,False,4.0,10.151
TRAIN_04739,18.116000000000042,1018.4,75.4,1.6,212.0,0.24,False,19.0,4.975
TRAIN_04740,8.901800000000037,1007.0,78.4,1.0,250.0,0.06,False,17.6,7.439
TRAIN_04741,14.660000000000082,1013.8,64.6,5.4,266.0,0.18,False,27.0,14.561
TRAIN_04742,24.977662500000008,1002.6,46.0,3.6,192.2,0.0,False,2.4,4.589
TRAIN_04743,5.050000000000011,1025.0,91.2,1.4,160.0,0.0,False,18.0,2.338
TRAIN_04744,19.077999999999975,1020.2,78.6,1.4,151.8,0.0,False,4.0,7.191
TRAIN_04745,16.720000000000027,1024.4,64.4,1.4,215.8,0.06,False,8.6,7.984
TRAIN_04746,10.93300000000005,1019.0,67.8,3.2,266.0,0.0,False,15.0,8.939
TRAIN_04747,13.182000000000016,1009.4,73.8,3.8,204.0,0.24,False,50.0,7.826
TRAIN_04748,24.176000000000045,1022.0,37.6,4.2,78.0,0.0,False,19.0,13.482
TRAIN_04749,26.410000000000082,1015.6,65.4,2.6,178.0,0.0,False,8.0,4.263
TRAIN_04750,8.27800000000002,1014.0,71.0,2.4,248.8,0.0,False,21.0,8.897
TRAIN_04751,10.655999999999949,1020.8,73.2,1.8,120.0,0.0,False,8.0,2.504
TRAIN_04752,20.212000000000046,1024.2,52.2,2.2,152.8,0.0,False,0.0,2.66
TRAIN_04753,30.196162500000014,1005.4,41.0,2.2,187.2,0.0,False,26.8,6.929
TRAIN_04754,7.979062500000055,21008.2,69.0,2.8,161.8,2.58,False,56.0,5.937
TRAIN_04755,13.222000000000037,1017.0,81.8,1.2,244.0,0.0,False,16.8,1.525
TRAIN_04756,26.170600000000036,1010.6,53.4,2.2,251.0,0.06,False,18.4,13.027
TRAIN_04757,15.625999999999976,1029.2,76.8,2.0,86.0,0.0,False,4.0,1.674
TRAIN_04758,14.55400000000003,1018.4,86.6,2.4,158.6,0.12,False,42.0,7.348
TRAIN_04759,18.545000000000016,1014.0,82.2,1.4,122.4,0.18,False,52.2,4.702
TRAIN_04760,11.463600000000042,1007.2,80.2,2.6,153.6,0.06,False,41.8,2.75
TRAIN_04761,25.165999999999997,1022.6,35.2,3.4,112.0,0.0,False,4.0,6.177
TRAIN_04762,8.532000000000039,1020.4,85.0,2.4,216.0,0.18,False,30.0,9.866
TRAIN_04763,8.94399999999996,1021.2,76.6,1.8,158.2,0.06,False,16.0,7.687
TRAIN_04764,6.78000000000003,1023.6,81.2,2.2,214.6,0.0,False,4.0,10.301
TRAIN_04765,6.880000000000052,1022.4,83.6,2.0,69.2,0.06,False,19.0,5.379
TRAIN_04766,8.714999999999975,1023.2,70.0,1.4,194.0,0.0,False,7.4,6.09
TRAIN_04767,24.132000000000005,1019.0,63.6,1.0,124.4,0.0,False,23.0,1.153
TRAIN_04768,9.339999999999975,1036.2,96.0,0.8,82.2,0.06,False,26.4,2.219
TRAIN_04769,18.52120000000008,1019.6,73.6,1.0,101.8,0.0,False,36.6,1.19
TRAIN_04770,9.247000000000014,1020.4,80.8,2.2,242.2,0.0,False,17.2,10.262
TRAIN_04771,20.176000000000045,1019.2,90.4,1.2,66.8,0.0,False,23.0,0.664
TRAIN_04772,15.364000000000033,1009.8,67.2,3.4,208.0,0.18,False,35.0,3.773
TRAIN_04773,21.168000000000063,1014.6,51.0,5.0,238.0,0.06,False,32.0,9.47
TRAIN_04774,5.614300000000014,1009.6,74.8,2.8,231.0,0.06,False,24.0,6.12
TRAIN_04775,18.978000000000065,1019.2,67.8,1.4,79.6,0.0,False,22.0,1.352
TRAIN_04776,8.020000000000039,995.0,82.0,4.0,218.0,0.0,False,54.0,11.382
TRAIN_04777,7.54200000000003,1023.0,72.4,3.4,246.0,0.12,False,34.0,2.22
TRAIN_04778,16.38565,991.0,84.4,1.2,187.0,0.06,False,44.8,2.411
TRAIN_04779,7.8040000000000305,1018.0,84.0,2.2,188.0,0.24,False,56.0,2.957
TRAIN_04780,13.704000000000008,1022.4,69.2,2.2,218.0,0.06,False,50.0,4.836
TRAIN_04781,26.200000000000045,1021.8,59.8,1.6,186.0,0.0,False,15.0,6.915
TRAIN_04782,17.30400000000003,1014.6,85.4,1.2,110.0,0.06,False,48.4,2.747
TRAIN_04783,28.136000000000024,1019.4,62.8,1.4,96.0,0.0,False,15.0,1.479
TRAIN_04784,31.400000000000034,1018.2,47.6,1.6,139.0,0.0,False,4.0,2.066
TRAIN_04785,11.762000000000057,1027.0,86.2,2.6,176.0,0.0,False,16.0,6.062
TRAIN_04786,20.167100000000005,1021.8,53.8,0.8,189.2,0.0,False,0.8,1.94
TRAIN_04787,15.160000000000082,1009.2,41.8,3.8,196.0,0.0,False,16.0,2.667
TRAIN_04788,9.117999999999995,1014.8,87.0,1.6,209.6,0.0,False,0.0,4.371
TRAIN_04789,24.674000000000035,1018.2,73.0,1.6,108.0,0.0,False,26.0,12.858
TRAIN_04790,5.49133125000003,1009.6,76.2,2.2,237.2,0.06,False,21.8,6.198
TRAIN_04791,6.414000000000044,1023.4,87.6,1.8,88.0,0.0,False,42.0,4.858
TRAIN_04792,15.213999999999999,1022.2,61.8,2.0,174.0,0.0,False,15.0,11.185
TRAIN_04793,3.8799999999999955,1028.0,94.0,2.0,93.2,0.0,False,16.6,1.712
TRAIN_04794,11.684000000000026,1007.2,75.0,5.0,148.0,0.18,False,49.0,4.959
TRAIN_04795,23.490000000000066,1018.4,60.4,1.2,90.0,0.0,False,8.0,0.651
